"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority"
"257588";"S";"de:01004:66249";"de:01004:66249";"Neumünster-Einfeld Gymnasium";"54,128529";"9,98669";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257589";"Q";"de:01004:66249::1";"de:01004:66249";"Neumünster-Einfeld Gymnasium";"54,128464";"9,98673";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257590";"S";"de:01004:66250";"de:01004:66250";"Neumünster-Einfeld Hans-Böckler-Allee";"54,125363";"9,99058";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257591";"Q";"de:01004:66250::1";"de:01004:66250";"Neumünster-Einfeld Hans-Böckler-Allee";"54,125265";"9,990931";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257592";"Q";"de:01004:66250::2";"de:01004:66250";"Neumünster-Einfeld Hans-Böckler-Allee";"54,125613";"9,989472";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257593";"S";"de:01004:66251";"de:01004:66251";"Neumünster-Einfeld Krückenkrug";"54,114619";"9,994029";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257594";"Q";"de:01004:66251::1";"de:01004:66251";"Neumünster-Einfeld Krückenkrug";"54,114599";"9,992997";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257595";"Q";"de:01004:66251::2";"de:01004:66251";"Neumünster-Einfeld Krückenkrug";"54,114887";"9,994219";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257596";"Q";"de:01004:66251::3";"de:01004:66251";"Neumünster-Einfeld Krückenkrug";"54,114502";"9,992863";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257597";"Q";"de:01004:66251::4";"de:01004:66251";"Neumünster-Einfeld Krückenkrug";"54,114054";"9,993801";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257598";"S";"de:01004:66252";"de:01004:66252";"Neumünster-Gadeland Kirche";"54,048887";"10,024092";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257599";"Q";"de:01004:66252::1";"de:01004:66252";"Neumünster-Gadeland Kirche";"54,048887";"10,024092";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257600";"Q";"de:01004:66252::2";"de:01004:66252";"Neumünster-Gadeland Kirche";"54,048887";"10,024092";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257601";"S";"de:01004:66253";"de:01004:66253";"Neumünster-Gadeland Kummerfelder Straße";"54,052921";"10,020671";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257602";"Q";"de:01004:66253::1";"de:01004:66253";"Neumünster-Gadeland Kummerfelder Straße";"54,052097";"10,020662";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257603";"Q";"de:01004:66253::2";"de:01004:66253";"Neumünster-Gadeland Kummerfelder Straße";"54,052903";"10,021754";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257604";"Q";"de:01004:66253::3";"de:01004:66253";"Neumünster-Gadeland Kummerfelder Straße";"54,053486";"10,020331";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257605";"S";"de:01004:66254";"de:01004:66254";"Neumünster-Wittorf Mitte";"54,053575";"9,969156";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257606";"Q";"de:01004:66254::1";"de:01004:66254";"Neumünster-Wittorf Mitte";"54,053491";"9,969017";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257607";"Q";"de:01004:66254::2";"de:01004:66254";"Neumünster-Wittorf Mitte";"54,053659";"9,969296";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257608";"S";"de:01004:67164";"de:01004:67164";"Neumünster Rintelenstraße";"54,092044";"9,968471";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257609";"Q";"de:01004:67164::1";"de:01004:67164";"Neumünster Rintelenstraße";"54,092109";"9,968289";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257610";"Q";"de:01004:67164::2";"de:01004:67164";"Neumünster Rintelenstraße";"54,092016";"9,968629";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257611";"S";"de:01004:67274";"de:01004:67274";"Neumünster Stoverseegen";"54,099974";"9,9654";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257612";"Q";"de:01004:67274::1";"de:01004:67274";"Neumünster Stoverseegen";"54,099919";"9,965829";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257613";"Q";"de:01004:67274::2";"de:01004:67274";"Neumünster Stoverseegen";"54,099913";"9,966764";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
