"SeqNo";"Type";"DHID";"Parent";"Name";"Latitude";"Longitude";"MunicipalityCode";"Municipality";"DistrictCode";"District";"Condition";"State";"Description";"Authority"
"257085";"S";"de:01004:66069";"de:01004:66069";"Neumünster Fabrik";"54,060753";"10,010951";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257086";"Q";"de:01004:66069::1";"de:01004:66069";"Neumünster Fabrik";"54,060445";"10,011466";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257087";"Q";"de:01004:66069::2";"de:01004:66069";"Neumünster Fabrik";"54,061139";"10,010246";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257088";"S";"de:01004:66070";"de:01004:66070";"Neumünster Falderapark";"54,068949";"9,960297";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257089";"Q";"de:01004:66070::1";"de:01004:66070";"Neumünster Falderapark";"54,06853";"9,959354";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257090";"Q";"de:01004:66070::2";"de:01004:66070";"Neumünster Falderapark";"54,069532";"9,961135";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257091";"S";"de:01004:66071";"de:01004:66071";"Neumünster Falderastraße";"54,065037";"9,967056";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257092";"Q";"de:01004:66071::1";"de:01004:66071";"Neumünster Falderastraße";"54,064815";"9,966803";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257093";"Q";"de:01004:66071::2";"de:01004:66071";"Neumünster Falderastraße";"54,065221";"9,967331";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257094";"S";"de:01004:66072";"de:01004:66072";"Neumünster Alte Feuerwache";"54,067188";"9,985085";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257095";"Q";"de:01004:66072::1";"de:01004:66072";"Neumünster Alte Feuerwache";"54,067433";"9,985631";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257096";"Q";"de:01004:66072::2";"de:01004:66072";"Neumünster Alte Feuerwache";"54,066082";"9,985305";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257097";"S";"de:01004:66073";"de:01004:66073";"Neumünster Flensburger Straße";"54,059334";"9,949008";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257098";"Q";"de:01004:66073::1";"de:01004:66073";"Neumünster Flensburger Straße";"54,059337";"9,94886";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257099";"Q";"de:01004:66073::2";"de:01004:66073";"Neumünster Flensburger Straße";"54,059278";"9,949";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257100";"S";"de:01004:66074";"de:01004:66074";"Neumünster Forstweg";"54,085859";"9,968558";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257101";"Q";"de:01004:66074::1";"de:01004:66074";"Neumünster Forstweg";"54,085886";"9,968392";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257102";"Q";"de:01004:66074::2";"de:01004:66074";"Neumünster Forstweg";"54,085789";"9,96874";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257103";"S";"de:01004:66075";"de:01004:66075";"Neumünster Frankenstraße";"54,059632";"9,994332";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257104";"Q";"de:01004:66075::1";"de:01004:66075";"Neumünster Frankenstraße";"54,059534";"9,994554";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257105";"Q";"de:01004:66075::2";"de:01004:66075";"Neumünster Frankenstraße";"54,05969";"9,994199";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257106";"S";"de:01004:66076";"de:01004:66076";"Neumünster Franz-Wieman-Straße";"54,063636";"9,962106";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257107";"Q";"de:01004:66076::1";"de:01004:66076";"Neumünster Franz-Wieman-Straße";"54,063717";"9,962643";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257108";"Q";"de:01004:66076::2";"de:01004:66076";"Neumünster Franz-Wieman-Straße";"54,063498";"9,961469";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257109";"S";"de:01004:66077";"de:01004:66077";"Neumünster Freesenburg";"54,069342";"9,941881";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257110";"Q";"de:01004:66077::1";"de:01004:66077";"Neumünster Freesenburg";"54,069045";"9,942669";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257111";"Q";"de:01004:66077::2";"de:01004:66077";"Neumünster Freesenburg";"54,069501";"9,941925";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257112";"S";"de:01004:66078";"de:01004:66078";"Neumünster Freesencenter";"54,069938";"9,939856";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257113";"Q";"de:01004:66078::1";"de:01004:66078";"Neumünster Freesencenter";"54,069888";"9,939886";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257114";"Q";"de:01004:66078::2";"de:01004:66078";"Neumünster Freesencenter";"54,069998";"9,93969";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257115";"S";"de:01004:66079";"de:01004:66079";"Neumünster Fuchsweg";"54,052249";"9,961476";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257116";"Q";"de:01004:66079::1";"de:01004:66079";"Neumünster Fuchsweg";"54,052249";"9,961476";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257117";"Q";"de:01004:66079::2";"de:01004:66079";"Neumünster Fuchsweg";"54,052181";"9,961517";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257118";"S";"de:01004:66080";"de:01004:66080";"Neumünster Fuhrkamp";"54,119835";"9,991781";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257119";"Q";"de:01004:66080::1";"de:01004:66080";"Neumünster Fuhrkamp";"54,119778";"9,991888";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257120";"Q";"de:01004:66080::2";"de:01004:66080";"Neumünster Fuhrkamp";"54,119909";"9,991623";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257121";"S";"de:01004:66081";"de:01004:66081";"Neumünster Färberstraße";"54,078684";"9,972833";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257122";"Q";"de:01004:66081::1";"de:01004:66081";"Neumünster Färberstraße";"54,078795";"9,972675";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257123";"Q";"de:01004:66081::2";"de:01004:66081";"Neumünster Färberstraße";"54,078587";"9,972872";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257124";"S";"de:01004:66082";"de:01004:66082";"Neumünster Gadelander Straße";"54,053321";"10,000713";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257125";"Q";"de:01004:66082::1";"de:01004:66082";"Neumünster Gadelander Straße";"54,05327";"10,000944";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257126";"Q";"de:01004:66082::2";"de:01004:66082";"Neumünster Gadelander Straße";"54,053418";"10,000526";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257127";"S";"de:01004:66083";"de:01004:66083";"Neumünster Gartenstadtschule";"54,091766";"9,967109";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257128";"Q";"de:01004:66083::1";"de:01004:66083";"Neumünster Gartenstadtschule";"54,091722";"9,966892";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257129";"Q";"de:01004:66083::2";"de:01004:66083";"Neumünster Gartenstadtschule";"54,091747";"9,967168";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257130";"S";"de:01004:66084";"de:01004:66084";"Neumünster Gemeindehaus";"54,121706";"9,982876";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257131";"Q";"de:01004:66084::1";"de:01004:66084";"Neumünster Gemeindehaus";"54,121706";"9,982876";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257132";"Q";"de:01004:66084::2";"de:01004:66084";"Neumünster Gemeindehaus";"54,121521";"9,98298";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257133";"S";"de:01004:66085";"de:01004:66085";"Neumünster Gerhard-Hauptmann-Platz";"54,076624";"9,962651";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257134";"Q";"de:01004:66085::1";"de:01004:66085";"Neumünster Gerhard-Hauptmann-Platz";"54,076691";"9,962829";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257135";"S";"de:01004:66086";"de:01004:66086";"Neumünster Graskamp";"54,106372";"10,011884";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257136";"Q";"de:01004:66086::1";"de:01004:66086";"Neumünster Graskamp";"54,106372";"10,011884";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257137";"Q";"de:01004:66086::2";"de:01004:66086";"Neumünster Graskamp";"54,106372";"10,011936";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257138";"S";"de:01004:66087";"de:01004:66087";"Neumünster Grellenkamp";"54,052282";"10,031829";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257139";"Q";"de:01004:66087::1";"de:01004:66087";"Neumünster Grellenkamp";"54,052282";"10,031829";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257140";"S";"de:01004:66088";"de:01004:66088";"Neumünster Grellenkamp/Husberger Weg";"54,052629";"10,034048";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257141";"Q";"de:01004:66088::1";"de:01004:66088";"Neumünster Grellenkamp/Husberger Weg";"54,052641";"10,033915";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257142";"S";"de:01004:66089";"de:01004:66089";"Neumünster Gutenbergstraße";"54,084292";"9,985383";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257143";"Q";"de:01004:66089::1";"de:01004:66089";"Neumünster Gutenbergstraße";"54,084417";"9,98548";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257144";"Q";"de:01004:66089::2";"de:01004:66089";"Neumünster Gutenbergstraße";"54,083996";"9,985256";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257145";"S";"de:01004:66090";"de:01004:66090";"Neumünster Haberstraße 18";"54,102407";"9,970831";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257146";"Q";"de:01004:66090::1";"de:01004:66090";"Neumünster Haberstraße 18";"54,102407";"9,970831";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257147";"S";"de:01004:66091";"de:01004:66091";"Neumünster Haberstraße 36";"54,105642";"9,969607";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257148";"Q";"de:01004:66091::1";"de:01004:66091";"Neumünster Haberstraße 36";"54,105642";"9,969607";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257149";"S";"de:01004:66092";"de:01004:66092";"Neumünster Haberstraße 44";"54,108352";"9,967835";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257150";"Q";"de:01004:66092::1";"de:01004:66092";"Neumünster Haberstraße 44";"54,108352";"9,967835";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257151";"S";"de:01004:66093";"de:01004:66093";"Neumünster Hagedornbusch";"54,094571";"9,995723";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257152";"Q";"de:01004:66093::1";"de:01004:66093";"Neumünster Hagedornbusch";"54,094515";"9,995786";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257153";"Q";"de:01004:66093::2";"de:01004:66093";"Neumünster Hagedornbusch";"54,094617";"9,995668";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257154";"S";"de:01004:66094";"de:01004:66094";"Neumünster Hansaring";"54,070203";"9,973632";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257155";"Q";"de:01004:66094::1";"de:01004:66094";"Neumünster Hansaring";"54,070223";"9,973529";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257156";"S";"de:01004:66095";"de:01004:66095";"Neumünster Hartwigswalder Straße";"54,041216";"10,010941";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257157";"Q";"de:01004:66095::1";"de:01004:66095";"Neumünster Hartwigswalder Straße";"54,041127";"10,010862";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257158";"Q";"de:01004:66095::2";"de:01004:66095";"Neumünster Hartwigswalder Straße";"54,041277";"10,01097";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257159";"S";"de:01004:66096";"de:01004:66096";"Neumünster Harweh";"54,045687";"10,002277";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257160";"Q";"de:01004:66096::1";"de:01004:66096";"Neumünster Harweh";"54,045668";"10,002348";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257161";"S";"de:01004:66097";"de:01004:66097";"Neumünster Harwehgraben";"54,043893";"9,995724";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257162";"Q";"de:01004:66097::1";"de:01004:66097";"Neumünster Harwehgraben";"54,043893";"9,995724";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257163";"S";"de:01004:66098";"de:01004:66098";"Neumünster Hauptstraße";"54,075887";"10,003273";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257164";"Q";"de:01004:66098::1";"de:01004:66098";"Neumünster Hauptstraße";"54,075887";"10,003273";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257165";"Q";"de:01004:66098::2";"de:01004:66098";"Neumünster Hauptstraße";"54,075826";"10,003302";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257166";"S";"de:01004:66099";"de:01004:66099";"Neumünster Haus 46/Störwiesen";"54,056476";"9,988618";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257167";"Q";"de:01004:66099::1";"de:01004:66099";"Neumünster Haus 46/Störwiesen";"54,056476";"9,988618";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257168";"S";"de:01004:66100";"de:01004:66100";"Neumünster Havelstraße";"54,045396";"9,97216";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257169";"Q";"de:01004:66100::1";"de:01004:66100";"Neumünster Havelstraße";"54,045359";"9,972239";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257170";"S";"de:01004:66101";"de:01004:66101";"Neumünster Havelstraße 10";"54,046971";"9,977387";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257171";"Q";"de:01004:66101::1";"de:01004:66101";"Neumünster Havelstraße 10";"54,046921";"9,977414";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257172";"S";"de:01004:66102";"de:01004:66102";"Neumünster Havelstraße 26";"54,046682";"9,981012";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257173";"Q";"de:01004:66102::1";"de:01004:66102";"Neumünster Havelstraße 26";"54,046837";"9,982131";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257174";"S";"de:01004:66103";"de:01004:66103";"Neumünster Heischredder";"54,073197";"10,021846";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257175";"Q";"de:01004:66103::1";"de:01004:66103";"Neumünster Heischredder";"54,073197";"10,021846";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257176";"S";"de:01004:66104";"de:01004:66104";"Neumünster Helmoldstraße";"54,058961";"9,971436";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257177";"Q";"de:01004:66104::1";"de:01004:66104";"Neumünster Helmoldstraße";"54,058731";"9,971084";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257178";"Q";"de:01004:66104::2";"de:01004:66104";"Neumünster Helmoldstraße";"54,0589";"9,971442";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257179";"S";"de:01004:66105";"de:01004:66105";"Neumünster Helmut-Loose-Platz";"54,098717";"9,995699";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257180";"Q";"de:01004:66105::1";"de:01004:66105";"Neumünster Helmut-Loose-Platz";"54,098916";"9,995786";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257181";"Q";"de:01004:66105::2";"de:01004:66105";"Neumünster Helmut-Loose-Platz";"54,098471";"9,995661";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257182";"S";"de:01004:66106";"de:01004:66106";"Neumünster Holsatenring";"54,06404";"9,979909";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257183";"Q";"de:01004:66106::1";"de:01004:66106";"Neumünster Holsatenring";"54,06404";"9,979909";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257184";"Q";"de:01004:66106::2";"de:01004:66106";"Neumünster Holsatenring";"54,064074";"9,979845";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257185";"S";"de:01004:66107";"de:01004:66107";"Neumünster Holstenhallen";"54,092545";"9,974151";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257186";"Q";"de:01004:66107::1";"de:01004:66107";"Neumünster Holstenhallen";"54,092245";"9,974092";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257187";"Q";"de:01004:66107::2";"de:01004:66107";"Neumünster Holstenhallen";"54,092309";"9,974383";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257188";"Q";"de:01004:66107::3";"de:01004:66107";"Neumünster Holstenhallen";"54,092416";"9,974523";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257189";"S";"de:01004:66108";"de:01004:66108";"Neumünster Holstenschule";"54,066379";"9,987265";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257190";"Q";"de:01004:66108::1";"de:01004:66108";"Neumünster Holstenschule";"54,065997";"9,986893";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257191";"Q";"de:01004:66108::2";"de:01004:66108";"Neumünster Holstenschule";"54,066815";"9,987712";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257192";"S";"de:01004:66109";"de:01004:66109";"Neumünster Husumer Straße";"54,056938";"9,937979";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257193";"Q";"de:01004:66109::1";"de:01004:66109";"Neumünster Husumer Straße";"54,056975";"9,938311";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257194";"Q";"de:01004:66109::2";"de:01004:66109";"Neumünster Husumer Straße";"54,056891";"9,937607";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257195";"S";"de:01004:66110";"de:01004:66110";"Neumünster Hüttenkamp";"54,117686";"9,994922";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257196";"Q";"de:01004:66110::1";"de:01004:66110";"Neumünster Hüttenkamp";"54,118254";"9,995199";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257197";"Q";"de:01004:66110::2";"de:01004:66110";"Neumünster Hüttenkamp";"54,117807";"9,994843";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257198";"S";"de:01004:66111";"de:01004:66111";"Neumünster IGS Brachenfeld";"54,071795";"10,007448";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257199";"Q";"de:01004:66111::1";"de:01004:66111";"Neumünster IGS Brachenfeld";"54,071795";"10,007448";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257200";"Q";"de:01004:66111::2";"de:01004:66111";"Neumünster IGS Brachenfeld";"54,071659";"10,008451";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257201";"Q";"de:01004:66111::3";"de:01004:66111";"Neumünster IGS Brachenfeld";"54,071591";"10,008526";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257202";"S";"de:01004:66112";"de:01004:66112";"Neumünster IGS Faldera";"54,064752";"9,966418";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257203";"Q";"de:01004:66112::1";"de:01004:66112";"Neumünster IGS Faldera";"54,064752";"9,966418";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257204";"S";"de:01004:66113";"de:01004:66113";"Neumünster Ilsahl";"54,085384";"9,996924";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257205";"Q";"de:01004:66113::1";"de:01004:66113";"Neumünster Ilsahl";"54,084946";"9,996499";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257206";"Q";"de:01004:66113::2";"de:01004:66113";"Neumünster Ilsahl";"54,085805";"9,997287";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257207";"S";"de:01004:66114";"de:01004:66114";"Neumünster Iltisweg";"54,04982";"9,96855";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257208";"Q";"de:01004:66114::1";"de:01004:66114";"Neumünster Iltisweg";"54,04982";"9,96855";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257209";"S";"de:01004:66115";"de:01004:66115";"Neumünster Industriestraße";"54,121518";"9,996078";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257210";"Q";"de:01004:66115::1";"de:01004:66115";"Neumünster Industriestraße";"54,121415";"9,995997";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257211";"Q";"de:01004:66115::2";"de:01004:66115";"Neumünster Industriestraße";"54,12162";"9,996188";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257212";"S";"de:01004:66116";"de:01004:66116";"Neumünster Joachimstraße";"54,077964";"9,987861";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257213";"Q";"de:01004:66116::1";"de:01004:66116";"Neumünster Joachimstraße";"54,078171";"9,988049";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257214";"Q";"de:01004:66116::2";"de:01004:66116";"Neumünster Joachimstraße";"54,077782";"9,987829";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257215";"S";"de:01004:66117";"de:01004:66117";"Neumünster Jungmannstraße";"54,087557";"9,999712";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257216";"Q";"de:01004:66117::1";"de:01004:66117";"Neumünster Jungmannstraße";"54,087497";"9,999704";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257217";"Q";"de:01004:66117::2";"de:01004:66117";"Neumünster Jungmannstraße";"54,087622";"9,999696";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257218";"S";"de:01004:66118";"de:01004:66118";"Neumünster Kampstraße";"54,049826";"10,003882";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257219";"Q";"de:01004:66118::1";"de:01004:66118";"Neumünster Kampstraße";"54,049915";"10,003497";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257220";"Q";"de:01004:66118::2";"de:01004:66118";"Neumünster Kampstraße";"54,049723";"10,003889";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257221";"Q";"de:01004:66118::3";"de:01004:66118";"Neumünster Kampstraße";"54,049586";"10,004161";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257222";"S";"de:01004:66119";"de:01004:66119";"Neumünster Kantplatz";"54,076744";"9,958976";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257223";"Q";"de:01004:66119::1";"de:01004:66119";"Neumünster Kantplatz";"54,076721";"9,959024";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257224";"S";"de:01004:66120";"de:01004:66120";"Neumünster Karl-Feldmann-Straße";"54,12889";"9,990574";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257225";"Q";"de:01004:66120::1";"de:01004:66120";"Neumünster Karl-Feldmann-Straße";"54,128853";"9,990511";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257226";"S";"de:01004:66121";"de:01004:66121";"Neumünster Kaserne";"54,063821";"10,000034";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257227";"Q";"de:01004:66121::1";"de:01004:66121";"Neumünster Kaserne";"54,063871";"9,999783";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257228";"Q";"de:01004:66121::2";"de:01004:66121";"Neumünster Kaserne";"54,063923";"10,000109";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257229";"S";"de:01004:66122";"de:01004:66122";"Neumünster Katzensteig";"54,103803";"9,991043";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257230";"Q";"de:01004:66122::1";"de:01004:66122";"Neumünster Katzensteig";"54,103722";"9,990818";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257231";"Q";"de:01004:66122::2";"de:01004:66122";"Neumünster Katzensteig";"54,104135";"9,991132";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257232";"S";"de:01004:66123";"de:01004:66123";"Neumünster Keilerweg";"54,049806";"9,963557";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257233";"Q";"de:01004:66123::1";"de:01004:66123";"Neumünster Keilerweg";"54,049806";"9,963557";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257234";"S";"de:01004:66124";"de:01004:66124";"Neumünster Kiefernweg";"54,056567";"9,968555";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257235";"Q";"de:01004:66124::1";"de:01004:66124";"Neumünster Kiefernweg";"54,056567";"9,968555";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257236";"Q";"de:01004:66124::2";"de:01004:66124";"Neumünster Kiefernweg";"54,05654";"9,968642";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257237";"S";"de:01004:66125";"de:01004:66125";"Neumünster Kiek In/VHS";"54,065545";"9,982648";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257238";"Q";"de:01004:66125::1";"de:01004:66125";"Neumünster Kiek In/VHS";"54,065545";"9,982648";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257239";"Q";"de:01004:66125::2";"de:01004:66125";"Neumünster Kiek In/VHS";"54,065565";"9,982747";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257240";"S";"de:01004:66126";"de:01004:66126";"Neumünster Kieler Straße 269";"54,094389";"9,988224";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257241";"Q";"de:01004:66126::1";"de:01004:66126";"Neumünster Kieler Straße 269";"54,09445";"9,988125";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257242";"S";"de:01004:66127";"de:01004:66127";"Neumünster Kieler Straße 270";"54,094891";"9,98832";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257243";"Q";"de:01004:66127::1";"de:01004:66127";"Neumünster Kieler Straße 270";"54,094891";"9,988465";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
"257244";"S";"de:01004:66128";"de:01004:66128";"Neumünster Kielius";"54,074718";"9,9801";"01004000";"Neumünster";"";"";"Served";"Unknown";"";"VBN"
"257245";"Q";"de:01004:66128::1";"de:01004:66128";"Neumünster Kielius";"54,074718";"9,9801";"00000000";"-";"-";"-";"Served";"Unknown";"";"VBN"
