timestamp;area;sensor;value
01.02.2023 08:58:19;Marktplatz - Autos;count;70.0
01.02.2023 08:59:38;Marktplatz - Autos;count;71.0
01.02.2023 09:00:24;Marktplatz - Autos;count;67.0
01.02.2023 09:01:26;Marktplatz - Autos;count;64.0
01.02.2023 09:02:28;Marktplatz - Autos;count;64.0
01.02.2023 09:03:31;Marktplatz - Autos;count;64.0
01.02.2023 09:04:33;Marktplatz - Autos;count;60.0
01.02.2023 09:05:36;Marktplatz - Autos;count;57.0
01.02.2023 09:06:39;Marktplatz - Autos;count;57.0
01.02.2023 09:07:41;Marktplatz - Autos;count;57.0
01.02.2023 09:08:58;Marktplatz - Autos;count;55.0
01.02.2023 09:09:46;Marktplatz - Autos;count;53.0
01.02.2023 09:10:48;Marktplatz - Autos;count;53.0
01.02.2023 09:11:51;Marktplatz - Autos;count;52.0
01.02.2023 09:12:53;Marktplatz - Autos;count;49.0
01.02.2023 09:13:56;Marktplatz - Autos;count;46.0
01.02.2023 09:14:59;Marktplatz - Autos;count;43.0
01.02.2023 09:16:01;Marktplatz - Autos;count;42.0
01.02.2023 09:17:20;Marktplatz - Autos;count;41.0
01.02.2023 09:18:06;Marktplatz - Autos;count;43.0
01.02.2023 09:19:24;Marktplatz - Autos;count;43.0
01.02.2023 09:20:11;Marktplatz - Autos;count;43.0
01.02.2023 09:21:13;Marktplatz - Autos;count;45.0
01.02.2023 09:22:16;Marktplatz - Autos;count;44.0
01.02.2023 09:23:19;Marktplatz - Autos;count;48.0
01.02.2023 09:24:21;Marktplatz - Autos;count;44.0
01.02.2023 09:25:24;Marktplatz - Autos;count;46.0
01.02.2023 09:26:26;Marktplatz - Autos;count;48.0
01.02.2023 09:27:28;Marktplatz - Autos;count;48.0
01.02.2023 09:28:31;Marktplatz - Autos;count;49.0
01.02.2023 09:29:33;Marktplatz - Autos;count;46.0
01.02.2023 09:30:51;Marktplatz - Autos;count;48.0
01.02.2023 09:31:39;Marktplatz - Autos;count;48.0
01.02.2023 09:32:41;Marktplatz - Autos;count;54.0
01.02.2023 09:33:44;Marktplatz - Autos;count;53.0
01.02.2023 09:34:46;Marktplatz - Autos;count;55.0
01.02.2023 09:35:48;Marktplatz - Autos;count;55.0
01.02.2023 09:37:06;Marktplatz - Autos;count;54.0
01.02.2023 09:37:53;Marktplatz - Autos;count;55.0
01.02.2023 09:38:56;Marktplatz - Autos;count;55.0
01.02.2023 09:39:59;Marktplatz - Autos;count;53.0
01.02.2023 09:41:01;Marktplatz - Autos;count;56.0
01.02.2023 09:42:20;Marktplatz - Autos;count;62.0
01.02.2023 09:43:06;Marktplatz - Autos;count;60.0
01.02.2023 09:44:08;Marktplatz - Autos;count;60.0
01.02.2023 09:45:11;Marktplatz - Autos;count;60.0
01.02.2023 09:46:13;Marktplatz - Autos;count;58.0
01.02.2023 09:47:32;Marktplatz - Autos;count;62.0
01.02.2023 09:48:19;Marktplatz - Autos;count;64.0
01.02.2023 09:49:21;Marktplatz - Autos;count;65.0
01.02.2023 09:50:24;Marktplatz - Autos;count;60.0
01.02.2023 09:51:26;Marktplatz - Autos;count;58.0
01.02.2023 09:52:28;Marktplatz - Autos;count;58.0
01.02.2023 09:53:31;Marktplatz - Autos;count;59.0
01.02.2023 09:54:33;Marktplatz - Autos;count;62.0
01.02.2023 09:55:37;Marktplatz - Autos;count;68.0
01.02.2023 09:56:39;Marktplatz - Autos;count;67.0
01.02.2023 09:57:41;Marktplatz - Autos;count;70.0
01.02.2023 09:58:44;Marktplatz - Autos;count;82.0
01.02.2023 09:59:46;Marktplatz - Autos;count;81.0
01.02.2023 10:00:48;Marktplatz - Autos;count;81.0
01.02.2023 10:01:57;Marktplatz - Autos;count;80.0
01.02.2023 10:02:53;Marktplatz - Autos;count;80.0
01.02.2023 10:03:56;Marktplatz - Autos;count;77.0
01.02.2023 10:05:19;Marktplatz - Autos;count;76.0
01.02.2023 10:06:11;Marktplatz - Autos;count;77.0
01.02.2023 10:07:04;Marktplatz - Autos;count;73.0
01.02.2023 10:08:21;Marktplatz - Autos;count;73.0
01.02.2023 10:09:08;Marktplatz - Autos;count;73.0
01.02.2023 10:10:11;Marktplatz - Autos;count;73.0
01.02.2023 10:11:13;Marktplatz - Autos;count;76.0
01.02.2023 10:12:16;Marktplatz - Autos;count;80.0
01.02.2023 10:13:34;Marktplatz - Autos;count;80.0
01.02.2023 10:14:21;Marktplatz - Autos;count;77.0
01.02.2023 10:15:24;Marktplatz - Autos;count;81.0
01.02.2023 10:16:40;Marktplatz - Autos;count;87.0
01.02.2023 10:17:28;Marktplatz - Autos;count;87.0
01.02.2023 10:18:31;Marktplatz - Autos;count;88.0
01.02.2023 10:19:33;Marktplatz - Autos;count;88.0
01.02.2023 10:20:51;Marktplatz - Autos;count;80.0
01.02.2023 10:21:39;Marktplatz - Autos;count;82.0
01.02.2023 10:22:41;Marktplatz - Autos;count;84.0
01.02.2023 10:23:44;Marktplatz - Autos;count;89.0
01.02.2023 10:24:46;Marktplatz - Autos;count;86.0
01.02.2023 10:25:48;Marktplatz - Autos;count;86.0
01.02.2023 10:26:51;Marktplatz - Autos;count;85.0
01.02.2023 10:28:08;Marktplatz - Autos;count;85.0
01.02.2023 10:29:11;Marktplatz - Autos;count;84.0
01.02.2023 10:29:59;Marktplatz - Autos;count;83.0
01.02.2023 10:31:01;Marktplatz - Autos;count;82.0
01.02.2023 10:32:19;Marktplatz - Autos;count;75.0
01.02.2023 10:33:06;Marktplatz - Autos;count;74.0
01.02.2023 10:34:23;Marktplatz - Autos;count;74.0
01.02.2023 10:35:11;Marktplatz - Autos;count;74.0
01.02.2023 10:36:13;Marktplatz - Autos;count;73.0
01.02.2023 10:37:16;Marktplatz - Autos;count;72.0
01.02.2023 10:38:19;Marktplatz - Autos;count;71.0
01.02.2023 10:39:21;Marktplatz - Autos;count;64.0
01.02.2023 10:40:24;Marktplatz - Autos;count;61.0
01.02.2023 10:41:26;Marktplatz - Autos;count;58.0
01.02.2023 10:42:28;Marktplatz - Autos;count;58.0
01.02.2023 10:43:31;Marktplatz - Autos;count;59.0
01.02.2023 10:44:33;Marktplatz - Autos;count;56.0
01.02.2023 10:45:51;Marktplatz - Autos;count;58.0
